Marker	Graph	Xaxis	sort
Bo1g010810.1	C01	3713554	746
BnaC01g06480D	C01	3715054	747
Bo1g010820.1	C01	3719991	748
Bo1g010830.1	C01	3724007	749
Bo1g010840.1	C01	3728753	750
BnaC01g06520D	C01	3735542	751
Bo1g010850.1	C01	3741372	752
Bo1g010860.1	C01	3752730	753
Bo1g010870.1	C01	3768715	754
BnaC01g06570D	C01	3785077	755
Bo1g010880.1	C01	3787413	756
Bo1g010890.1	C01	3790413	757
BnaC01g06590D	C01	3793707	758
Bo1g010900.1	C01	3794575	759
Bo1g010910.1	C01	3795946	760
BnaC01g06620D	C01	3806825	761
Bo1g010920.1	C01	3807876	762
Bo1g010930.1	C01	3816935	763
Bo1g010940.1	C01	3820723	764
Bo1g010950.1	C01	3826325	765
Bo1g010960.1	C01	3829776	766
BnaC01g06680D	C01	3834119	767
Bo1g010970.1	C01	3838105	768
Bo1g010980.1	C01	3840848	769
Bo1g010990.1	C01	3844873	770
Bo1g011000.1	C01	3852617	771
Bo1g011010.1	C01	3855050	772
Bo1g011020.1	C01	3858370	773
BnaC01g06740D	C01	3858919	774
Bo1g011030.1	C01	3861617	775
Bo1g011040.1	C01	3874739	776
BnaC01g06780D	C01	3878674	777
Bo1g011050.1	C01	3879473	778
Bo1g011060.1	C01	3881555	779
Bo1g011070.1	C01	3885094	780
Bo1g011080.1	C01	3888372	781
Bo1g011090.1	C01	3893375	782
Bo1g011100.1	C01	3897246	783
Bo1g011110.1	C01	3906056	784
Bo1g011120.1	C01	3910841	785
Bo1g011130.1	C01	3914605	786
Bo1g011140.1	C01	3926118	787
Bo1g011150.1	C01	3929095	788
Bo1g011160.1	C01	3931774	789
Bo1g011170.1	C01	3938969	790
Bo1g011180.1	C01	3943259	791
Bo1g011190.1	C01	3953082	792
Bo1g011200.1	C01	3966196	793
Bo1g011210.1	C01	3970750	794
Bo1g011220.1	C01	3974661	795
Bo1g011230.1	C01	3978087	796
Bo1g011240.1	C01	3979965	797
Bo1g011250.1	C01	3980564	798
Bo1g011260.1	C01	3982993	799
Bo1g011270.1	C01	3984115	800
Bo1g011280.1	C01	3987300	801
BnaC01g07010D	C01	3990515	802
Bo1g011290.1	C01	3991723	803
Bo1g011300.1	C01	4004586	804
BnaC01g07040D	C01	4005647	805
Bo1g011310.1	C01	4006816	806
BnaC01g07060D	C01	4008809	807
Bo1g011320.1	C01	4009497	808
Bo1g011330.1	C01	4013118	809
Bo1g011340.1	C01	4018454	810
Bo1g011350.1	C01	4021627	811
Bo1g011360.1	C01	4024023	812
Bo1g011370.1	C01	4037629	813
Bo1g011380.1	C01	4048283	814
Bo1g011390.1	C01	4050177	815
BnaC01g07160D	C01	4053350	816
Bo1g011400.1	C01	4053898	817
Bo1g011410.1	C01	4055656	818
Bo1g011420.1	C01	4062685	819
Bo1g011430.1	C01	4066717	820
Bo1g011440.1	C01	4074785	821
Bo1g011450.1	C01	4077294	822
Bo1g011460.1	C01	4081299	823
Bo1g011470.1	C01	4085976	824
Bo1g011480.1	C01	4087488	825
Bo1g011490.1	C01	4089195	826
Bo1g011500.1	C01	4090957	827
Bo1g011510.1	C01	4094718	828
Bo1g011520.1	C01	4101646	829
Bo1g011530.1	C01	4108751	830
Bo1g011540.1	C01	4111489	831
Bo1g011550.1	C01	4115113	832
Bo1g011560.1	C01	4118203	833
Bo1g011570.1	C01	4123552	834
Bo1g011580.1	C01	4130631	835
Bo1g011590.1	C01	4136640	836
Bo1g011600.1	C01	4143582	837
Bo1g011610.1	C01	4146254	838
Bo1g011620.1	C01	4154075	839
Bo1g011630.1	C01	4157579	840
Bo1g011640.1	C01	4167991	841
Bo1g011650.1	C01	4171101	842
Bo1g011660.1	C01	4172895	843
Bo1g011670.1	C01	4174394	844
Bo1g011680.1	C01	4180404	845
Bo1g011690.1	C01	4182133	846
Bo1g011700.1	C01	4185229	847
Bo1g011710.1	C01	4186812	848
BnaC01g07410D	C01	4189150	849
Bo1g011720.1	C01	4190233	850
Bo1g011730.1	C01	4190827	851
BnaC01g07440D	C01	4201102	852
Bo1g011740.1	C01	4201102	853
Bo1g011750.1	C01	4225843	854
BnaC01g07460D	C01	4227507	855
Bo1g011760.1	C01	4231285	856
Bo1g011770.1	C01	4253603	857
Bo1g011780.1	C01	4256455	858
Bo1g011790.1	C01	4258684	859
Bo1g011800.1	C01	4260681	860
BnaC01g07510D	C01	4266002	861
Bo1g011810.1	C01	4267062	862
Bo1g011820.1	C01	4275872	863
Bo1g011830.1	C01	4279989	864
BnaC01g07560D	C01	4284032	865
Bo1g011840.1	C01	4284699	866
Bo1g011850.1	C01	4295856	867
Bo1g011860.1	C01	4297201	868
Bo1g011870.1	C01	4309941	869
Bo1g011880.1	C01	4312216	870
Bo1g011890.1	C01	4316723	871
BnaC01g07620D	C01	4320353	872
Bo1g011900.1	C01	4320353	873
Bo1g011910.1	C01	4325793	874
Bo1g011920.1	C01	4331679	875
Bo1g011930.1	C01	4332607	876
Bo1g011940.1	C01	4336404	877
Bo1g011950.1	C01	4339189	878
Bo1g011960.1	C01	4340453	879
Bo1g011970.1	C01	4343340	880
Bo1g011980.1	C01	4344473	881
Bo1g011990.1	C01	4345294	882
Bo1g012000.1	C01	4346857	883
Bo1g012010.1	C01	4351216	884
Bo1g012020.1	C01	4361419	885
Bo1g012030.1	C01	4367544	886
BnaC01g07760D	C01	4376152	887
Bo1g012040.1	C01	4377874	888
Bo1g012050.1	C01	4381355	889
Bo1g012060.1	C01	4384826	890
Bo1g012070.1	C01	4388641	891
Bo1g012080.1	C01	4399392	892
Bo1g012090.1	C01	4425335	893
Bo1g012100.1	C01	4431284	894
BnaC01g07890D	C01	4435248	895
BnaC01g07900D	C01	4435248	896
BnaC01g07870D	C01	4435252	897
Bo1g012110.1	C01	4439683	898
BnaC01g07850D	C01	4441905	899
Bo1g013110.1	C01	4452817	900
Bo1g013120.1	C01	4453893	901
Bo1g013130.1	C01	4456538	902
Bo1g013140.1	C01	4460013	903
BnaC01g07940D	C01	4464433	904
Bo1g013150.1	C01	4474080	905
BnaC01g07970D	C01	4478303	906
Bo1g013160.1	C01	4484276	907
Bo1g013170.1	C01	4486961	908
Bo1g013180.1	C01	4488500	909
Bo1g013190.1	C01	4491858	910
Bo1g013200.1	C01	4497159	911
Bo1g013210.1	C01	4503883	912
Bo1g013220.1	C01	4512626	913
Bo1g013230.1	C01	4515714	914
Bo1g013240.1	C01	4522293	915
Bo1g013250.1	C01	4524027	916
BnaC01g08030D	C01	4534811	917
Bo1g013260.1	C01	4541543	918
Bo1g013270.1	C01	4556461	919
Bo1g014270.1	C01	4561367	920
BnaC01g08070D	C01	4567968	921
BnaC01g08080D	C01	4567968	922
Bo1g014280.1	C01	4568154	923
Bo1g014290.1	C01	4575358	924
Bo1g014300.1	C01	4579249	925
Bo1g014310.1	C01	4582105	926
Bo1g014320.1	C01	4584487	927
Bo1g014330.1	C01	4594465	928
Bo1g014340.1	C01	4599628	929
Bo1g014350.1	C01	4601430	930
Bo1g014360.1	C01	4606594	931
Bo1g014370.1	C01	4610325	932
Bo1g014380.1	C01	4617544	933
Bo1g014390.1	C01	4620527	934
Bo1g014400.1	C01	4626062	935
Bo1g014410.1	C01	4644142	936
Bo1g014420.1	C01	4650572	937
Bo1g014430.1	C01	4658470	938
Bo1g014440.1	C01	4690704	939
Bo1g014450.1	C01	4697638	940
Bo1g014460.1	C01	4711202	941
Bo1g014470.1	C01	4715030	942
Bo1g014480.1	C01	4721907	943
Bo1g014490.1	C01	4728821	944
BnaC01g08220D	C01	4744479	945
Bo1g014500.1	C01	4748820	946
Bo1g014510.1	C01	4755581	947
Bo1g014520.1	C01	4765411	948
Bo1g014530.1	C01	4769365	949
Bo1g014540.1	C01	4777784	950
Bo1g014550.1	C01	4784821	951
Bo1g014560.1	C01	4809510	952
Bo1g014570.1	C01	4813152	953
BnaC01g08290D	C01	4814673	954
Bo1g014580.1	C01	4818933	955
Bo1g014590.1	C01	4825158	956
Bo1g014600.1	C01	4832143	957
Bo1g014610.1	C01	4837380	958
Bo1g014620.1	C01	4846519	959
Bo1g014630.1	C01	4854703	960
Bo1g014640.1	C01	4856255	961
Bo1g014650.1	C01	4864420	962
Bo1g014660.1	C01	4870977	963
Bo1g014670.1	C01	4873634	964
BnaC01g08390D	C01	4878283	965
Bo1g014680.1	C01	4878310	966
Bo1g014690.1	C01	4883599	967
Bo1g014700.1	C01	4890076	968
Bo1g014710.1	C01	4899282	969
BnaC01g08440D	C01	4903482	970
Bo1g014720.1	C01	4904433	971
Bo1g014730.1	C01	4930797	972
Bo1g014740.1	C01	4937923	973
Bo1g014750.1	C01	4943778	974
Bo1g014760.1	C01	4945700	975
Bo1g014770.1	C01	4949203	976
Bo1g014780.1	C01	4951590	977
Bo1g014790.1	C01	4953632	978
Bo1g014800.1	C01	4956079	979
Bo1g014810.1	C01	4957664	980
Bo1g014820.1	C01	4965286	981
Bo1g014830.1	C01	4969374	982
Bo1g014840.1	C01	4972225	983
Bo1g014850.1	C01	4977927	984
Bo1g014860.1	C01	4989361	985
BnaC01g08570D	C01	4993525	986
Bo1g014870.1	C01	5003917	987
Bo1g014880.1	C01	5012408	988
Bo1g014890.1	C01	5013241	989
Bo1g014900.1	C01	5016063	990
Bo1g014910.1	C01	5018655	991
Bo1g014920.1	C01	5020429	992
Bo1g014930.1	C01	5021797	993
Bo1g014940.1	C01	5023910	994
Bo1g014950.1	C01	5027244	995
Bo1g014960.1	C01	5029568	996
BnaC01g08680D	C01	5036763	997
BnaC01g08690D	C01	5036763	998
BnaC01g08700D	C01	5036763	999
Bo1g014970.1	C01	5037914	1000
Bo1g014980.1	C01	5045022	1001
Bo1g014990.1	C01	5048689	1002
Bo1g015000.1	C01	5058562	1003
Bo1g015010.1	C01	5074820	1004
BnaC01g08760D	C01	5087321	1005
Bo1g015020.1	C01	5087321	1006
BnaC01g08740D	C01	5089583	1007
Bo1g015030.1	C01	5094258	1008
Bo1g015040.1	C01	5097014	1009
BnaC01g08720D	C01	5097301	1010
Bo1g016040.1	C01	5105323	1011
Bo1g016050.1	C01	5110842	1012
Bo1g016060.1	C01	5114941	1013
Bo1g016070.1	C01	5119314	1014
BnaC01g08790D	C01	5120615	1015
BnaC01g08810D	C01	5120615	1016
Bo1g016080.1	C01	5120615	1017
Bo1g016090.1	C01	5131698	1018
Bo1g016100.1	C01	5136808	1019
Bo1g016110.1	C01	5145901	1020
Bo1g016120.1	C01	5166706	1021
Bo1g016130.1	C01	5175441	1022
Bo1g016140.1	C01	5180161	1023
Bo1g016150.1	C01	5191280	1024
Bo1g016160.1	C01	5193674	1025
Bo1g016170.1	C01	5202404	1026
Bo1g016180.1	C01	5206845	1027
Bo1g016190.1	C01	5213405	1028
Bo1g016200.1	C01	5214436	1029
Bo1g016210.1	C01	5215541	1030
Bo1g016220.1	C01	5226652	1031
Bo1g016230.1	C01	5232007	1032
BnaC01g08920D	C01	5233655	1033
Bo1g016240.1	C01	5238318	1034
Bo1g016250.1	C01	5245838	1035
Bo1g016260.1	C01	5248545	1036
Bo1g016270.1	C01	5251022	1037
Bo1g016280.1	C01	5253070	1038
BnaC01g08980D	C01	5254772	1039
Bo1g016290.1	C01	5265135	1040
Bo1g016300.1	C01	5270971	1041
Bo1g016310.1	C01	5273369	1042
Bo1g016320.1	C01	5277547	1043
Bo1g016330.1	C01	5279196	1044
Bo1g016340.1	C01	5280446	1045
Bo1g016350.1	C01	5284125	1046
Bo1g016360.1	C01	5289899	1047
Bo1g016370.1	C01	5294040	1048
Bo1g016380.1	C01	5297954	1049
Bo1g016390.1	C01	5299053	1050
Bo1g016400.1	C01	5301671	1051
Bo1g016410.1	C01	5303668	1052
Bo1g016420.1	C01	5305563	1053
Bo1g016430.1	C01	5306765	1054
Bo1g016440.1	C01	5316235	1055
Bo1g016450.1	C01	5325521	1056
Bo1g016460.1	C01	5327724	1057
Bo1g016470.1	C01	5350208	1058
Bo1g016480.1	C01	5355091	1059
Bo1g016490.1	C01	5357976	1060
BnaC01g09150D	C01	5358152	1061
BnaC01g09160D	C01	5359121	1062
Bo1g016500.1	C01	5364933	1063
Bo1g016510.1	C01	5367364	1064
BnaC01g09190D	C01	5368225	1065
Bo1g016520.1	C01	5372760	1066
Bo1g016530.1	C01	5375529	1067
Bo1g016540.1	C01	5377126	1068
Bo1g016550.1	C01	5388372	1069
Bo1g016560.1	C01	5391326	1070
Bo1g016570.1	C01	5393461	1071
Bo1g016580.1	C01	5400865	1072
Bo1g016590.1	C01	5405200	1073
Bo1g016600.1	C01	5414358	1074
Bo1g016610.1	C01	5415902	1075
Bo1g016620.1	C01	5416930	1076
Bo1g016630.1	C01	5420997	1077
Bo1g016640.1	C01	5435589	1078
Bo1g016650.1	C01	5461837	1079
Bo1g016660.1	C01	5476391	1080
Bo1g016670.1	C01	5480095	1081
Bo1g016680.1	C01	5493006	1082
Bo1g016690.1	C01	5505212	1083
Bo1g016700.1	C01	5511323	1084
Bo1g016710.1	C01	5541779	1085
Bo1g016720.1	C01	5551741	1086
Bo1g016730.1	C01	5554348	1087
Bo1g016740.1	C01	5580534	1088
Bo1g016750.1	C01	5582313	1089
Bo1g016760.1	C01	5585958	1090
Bo1g016770.1	C01	5589956	1091
Bo1g016780.1	C01	5610478	1092
Bo1g016790.1	C01	5614836	1093
Bo1g016800.1	C01	5616853	1094
Bo1g016810.1	C01	5627580	1095
Bo1g016820.1	C01	5629622	1096
Bo1g016830.1	C01	5635484	1097
Bo1g016840.1	C01	5638292	1098
Bo1g016850.1	C01	5640425	1099
Bo1g016860.1	C01	5641517	1100
BnaC01g09430D	C01	5645279	1101
Bo1g016870.1	C01	5651340	1102
Bo1g016880.1	C01	5656489	1103
Bo1g016890.1	C01	5658771	1104
Bo1g016900.1	C01	5664779	1105
Bo1g016910.1	C01	5667203	1106
Bo1g016920.1	C01	5670296	1107
Bo1g016930.1	C01	5680490	1108
Bo1g016940.1	C01	5692709	1109
Bo1g016950.1	C01	5714505	1110
Bo1g016960.1	C01	5726750	1111
Bo1g016970.1	C01	5734954	1112
Bo1g016980.1	C01	5737458	1113
Bo1g016990.1	C01	5748613	1114
BnaC01g09560D	C01	5751055	1115
Bo1g017000.1	C01	5755040	1116
Bo1g017010.1	C01	5758692	1117
Bo1g017020.1	C01	5762322	1118
Bo1g017030.1	C01	5765384	1119
Bo1g017040.1	C01	5769471	1120
Bo1g017050.1	C01	5775742	1121
Bo1g017060.1	C01	5792760	1122
Bo1g017070.1	C01	5794318	1123
Bo1g017080.1	C01	5795891	1124
BnaC01g09650D	C01	5798124	1125
Bo1g017090.1	C01	5802667	1126
BnaC01g09670D	C01	5804691	1127
BnaC01g09680D	C01	5804691	1128
Bo1g017100.1	C01	5809829	1129
Bo1g017110.1	C01	5819010	1130
Bo1g017120.1	C01	5828291	1131
Bo1g017130.1	C01	5835171	1132
Bo1g017140.1	C01	5836905	1133
Bo1g017150.1	C01	5848621	1134
Bo1g017160.1	C01	5849819	1135
Bo1g017170.1	C01	5854467	1136
Bo1g017180.1	C01	5858302	1137
Bo1g017190.1	C01	5859997	1138
Bo1g017200.1	C01	5866828	1139
BnaC01g09760D	C01	5868332	1140
Bo1g017210.1	C01	5872784	1141
Bo1g017220.1	C01	5885259	1142
Bo1g017230.1	C01	5886350	1143
Bo1g017240.1	C01	5899628	1144
Bo1g017250.1	C01	5899933	1145
Bo1g017260.1	C01	5901607	1146
Bo1g017270.1	C01	5912137	1147
Bo1g017280.1	C01	5918951	1148
Bo1g017290.1	C01	5935896	1149
BnaC01g09780D	C01	5938753	1150
Bo1g017300.1	C01	5939308	1151
Bo1g017310.1	C01	5955533	1152
Bo1g017320.1	C01	5961301	1153
Bo1g017330.1	C01	5969146	1154
Bo1g017340.1	C01	5975483	1155
Bo1g017350.1	C01	5984410	1156
Bo1g017360.1	C01	5986326	1157
Bo1g017370.1	C01	5987907	1158
Bo1g017380.1	C01	6016461	1159
Bo1g017390.1	C01	6022509	1160
Bo1g017400.1	C01	6030349	1161
Bo1g017410.1	C01	6032269	1162
Bo1g017420.1	C01	6036277	1163
Bo1g017430.1	C01	6044157	1164
Bo1g017440.1	C01	6044990	1165
Bo1g017450.1	C01	6047130	1166
Bo1g017460.1	C01	6050339	1167
Bo1g017470.1	C01	6052084	1168
Bo1g017480.1	C01	6057564	1169
Bo1g017490.1	C01	6066220	1170
Bo1g017500.1	C01	6067390	1171
Bo1g017510.1	C01	6069769	1172
BnaC01g10030D	C01	6073313	1173
Bo1g017520.1	C01	6073481	1174
BnaC01g10050D	C01	6075414	1175
Bo1g017530.1	C01	6077376	1176
Bo1g017540.1	C01	6081645	1177
Bo1g017550.1	C01	6085322	1178
Bo1g017560.1	C01	6085898	1179
Bo1g017570.1	C01	6088822	1180
Bo1g017580.1	C01	6094553	1181
BnaC01g10090D	C01	6095520	1182
Bo1g017590.1	C01	6104530	1183
Bo1g017600.1	C01	6108659	1184
Bo1g017610.1	C01	6110856	1185
Bo1g017620.1	C01	6113161	1186
BnaC01g10140D	C01	6114934	1187
BnaC01g10150D	C01	6120940	1188
Bo1g017630.1	C01	6121981	1189
BnaC01g10170D	C01	6123742	1190
Bo1g017640.1	C01	6125622	1191
Bo1g017650.1	C01	6128532	1192
Bo1g017660.1	C01	6136135	1193
Bo1g017670.1	C01	6143197	1194
Bo1g017680.1	C01	6151731	1195
Bo1g017690.1	C01	6155886	1196
Bo1g017700.1	C01	6176450	1197
Bo1g017710.1	C01	6179570	1198
Bo1g017720.1	C01	6184929	1199
Bo1g017730.1	C01	6200015	1200
BnaC01g10260D	C01	6200744	1201
BnaC01g10280D	C01	6200744	1202
Bo1g017740.1	C01	6206419	1203
Bo1g017750.1	C01	6209482	1204
BnaC01g10290D	C01	6210731	1205
BnaC01g10310D	C01	6217351	1206
BnaC01g10320D	C01	6217351	1207
BnaC01g10330D	C01	6217351	1208
Bo1g017760.1	C01	6217351	1209
Bo1g017770.1	C01	6219599	1210
Bo1g017780.1	C01	6257111	1211
Bo1g017790.1	C01	6260664	1212
Bo1g017800.1	C01	6263269	1213
Bo1g017810.1	C01	6265162	1214
Bo1g017820.1	C01	6271121	1215
Bo1g017830.1	C01	6278953	1216
Bo1g017840.1	C01	6287742	1217
Bo1g017850.1	C01	6294659	1218
Bo1g017860.1	C01	6296551	1219
Bo1g017870.1	C01	6313165	1220
Bo1g017880.1	C01	6322617	1221
Bo1g017890.1	C01	6324290	1222
Bo1g017900.1	C01	6331364	1223
Bo1g017910.1	C01	6339121	1224
Bo1g017920.1	C01	6351950	1225
Bo1g017930.1	C01	6359952	1226
BnaC01g10380D	C01	6364158	1227
BnaC01g10390D	C01	6364158	1228
Bo1g017940.1	C01	6370979	1229
Bo1g017950.1	C01	6376539	1230
Bo1g017960.1	C01	6380609	1231
BnaC01g10410D	C01	6397469	1232
Bo1g017970.1	C01	6403176	1233
Bo1g017980.1	C01	6404433	1234
Bo1g017990.1	C01	6411420	1235
BnaC01g10440D	C01	6419812	1236
Bo1g018000.1	C01	6420011	1237
Bo1g018010.1	C01	6438459	1238
Bo1g018020.1	C01	6441707	1239
Bo1g018030.1	C01	6448537	1240
Bo1g018040.1	C01	6451251	1241
Bo1g018050.1	C01	6454426	1242
Bo1g018060.1	C01	6455843	1243
Bo1g018070.1	C01	6459810	1244
Bo1g019070.1	C01	6467503	1245
Bo1g019080.1	C01	6475473	1246
Bo1g019090.1	C01	6482475	1247
Bo1g019100.1	C01	6486134	1248
Bo1g019110.1	C01	6491649	1249
Bo1g019120.1	C01	6496723	1250
Bo1g019130.1	C01	6502002	1251
Bo1g019140.1	C01	6508961	1252
Bo1g019150.1	C01	6515987	1253
Bo1g019160.1	C01	6522441	1254
BnaC01g10550D	C01	6526229	1255
Bo1g019170.1	C01	6526925	1256
Bo1g019180.1	C01	6576458	1257
Bo1g019190.1	C01	6604822	1258
Bo1g019200.1	C01	6613925	1259
Bo1g019210.1	C01	6616031	1260
Bo1g019220.1	C01	6622164	1261
Bo1g019230.1	C01	6633499	1262
Bo1g019240.1	C01	6638665	1263
Bo1g019250.1	C01	6647651	1264
Bo1g019260.1	C01	6667449	1265
Bo1g019270.1	C01	6674015	1266
Bo1g019280.1	C01	6679291	1267
Bo1g019290.1	C01	6680656	1268
Bo1g019300.1	C01	6699033	1269
Bo1g019310.1	C01	6702705	1270
Bo1g019320.1	C01	6708821	1271
Bo1g019330.1	C01	6724843	1272
Bo1g019340.1	C01	6729175	1273
Bo1g019350.1	C01	6732167	1274
Bo1g019360.1	C01	6735260	1275
Bo1g019370.1	C01	6741679	1276
Bo1g019380.1	C01	6742971	1277
BnaC01g10670D	C01	6746602	1278
Bo1g019390.1	C01	6759188	1279
Bo1g019400.1	C01	6764773	1280
BnaC01g10690D	C01	6769210	1281
Bo1g019410.1	C01	6771451	1282
BnaC01g10710D	C01	6790723	1283
BnaC01g10720D	C01	6790723	1284
Bo1g019420.1	C01	6822942	1285
BnaC01g10750D	C01	6826587	1286
Bo1g019430.1	C01	6826587	1287
Bo1g019440.1	C01	6828303	1288
Bo1g019450.1	C01	6836071	1289
Bo1g019460.1	C01	6851721	1290
Bo1g019470.1	C01	6856821	1291
Bo1g019480.1	C01	6862258	1292
Bo1g019490.1	C01	6863934	1293
Bo1g019500.1	C01	6865326	1294
Bo1g019510.1	C01	6870545	1295
Bo1g019520.1	C01	6885755	1296
Bo1g019530.1	C01	6896062	1297
Bo1g019540.1	C01	6896468	1298
Bo1g019550.1	C01	6897902	1299
Bo1g019560.1	C01	6898452	1300
Bo1g019570.1	C01	6901230	1301
Bo1g019580.1	C01	6905014	1302
Bo1g019590.1	C01	6907818	1303
Bo1g019600.1	C01	6929293	1304
Bo1g019610.1	C01	6949409	1305
BnaC01g10850D	C01	6953279	1306
Bo1g019620.1	C01	6953511	1307
BnaC01g10890D	C01	6964974	1308
Bo1g019630.1	C01	6964974	1309
Bo1g019640.1	C01	6971755	1310
Bo1g019650.1	C01	6980628	1311
Bo1g019660.1	C01	6990818	1312
Bo1g019670.1	C01	6995695	1313
Bo1g019680.1	C01	7005532	1314
Bo1g019690.1	C01	7021311	1315
Bo1g019700.1	C01	7026360	1316
Bo1g019710.1	C01	7028659	1317
Bo1g019720.1	C01	7029604	1318
Bo1g019730.1	C01	7056737	1319
Bo1g019740.1	C01	7072034	1320
Bo1g019750.1	C01	7075462	1321
Bo1g019760.1	C01	7078644	1322
Bo1g019770.1	C01	7082562	1323
Bo1g019780.1	C01	7086190	1324
Bo1g019790.1	C01	7091219	1325
Bo1g019800.1	C01	7095818	1326
BnaC01g11090D	C01	7097273	1327
Bo1g019810.1	C01	7097600	1328
Bo1g019820.1	C01	7103144	1329
Bo1g019830.1	C01	7107858	1330
Bo1g019840.1	C01	7112614	1331
BnaC01g11130D	C01	7114321	1332
Bo1g019850.1	C01	7116306	1333
Bo1g019860.1	C01	7131627	1334
Bo1g019870.1	C01	7134877	1335
Bo1g019880.1	C01	7136054	1336
Bo1g019890.1	C01	7137283	1337
Bo1g019900.1	C01	7140469	1338
BnaC01g11210D	C01	7149331	1339
Bo1g019910.1	C01	7149331	1340
Bo1g019920.1	C01	7155377	1341
Bo1g019930.1	C01	7162289	1342
Bo1g019940.1	C01	7174323	1343
Bo1g019950.1	C01	7178714	1344
BnaC01g11260D	C01	7184871	1345
BnaC01g11270D	C01	7184871	1346
BnaC01g11280D	C01	7184871	1347
Bo1g019960.1	C01	7189319	1348
Bo1g019970.1	C01	7203538	1349
Bo1g019980.1	C01	7212581	1350
Bo1g019990.1	C01	7215341	1351
Bo1g020000.1	C01	7223083	1352
Bo1g020010.1	C01	7225408	1353
Bo1g020020.1	C01	7237202	1354
Bo1g020030.1	C01	7241092	1355
Bo1g020040.1	C01	7246502	1356
Bo1g020050.1	C01	7256594	1357
Bo1g020060.1	C01	7259654	1358
Bo1g020070.1	C01	7261704	1359
Bo1g020080.1	C01	7265361	1360
Bo1g020090.1	C01	7265907	1361
Bo1g020100.1	C01	7277526	1362
Bo1g020110.1	C01	7288003	1363
Bo1g020120.1	C01	7294879	1364
Bo1g020130.1	C01	7299345	1365
Bo1g020140.1	C01	7301055	1366
BnaC01g11480D	C01	7302407	1367
Bo1g020150.1	C01	7307000	1368
Bo1g020160.1	C01	7309403	1369
BnaC01g11510D	C01	7311631	1370
Bo1g020170.1	C01	7318782	1371
Bo1g020180.1	C01	7330260	1372
Bo1g020190.1	C01	7337016	1373
BnaC01g11540D	C01	7340220	1374
Bo1g020200.1	C01	7346512	1375
Bo1g020210.1	C01	7351592	1376
Bo1g020220.1	C01	7358412	1377
Bo1g020230.1	C01	7375764	1378
Bo1g020240.1	C01	7378394	1379
Bo1g020250.1	C01	7384872	1380
Bo1g020260.1	C01	7400678	1381
Bo1g020270.1	C01	7411231	1382
Bo1g020280.1	C01	7414164	1383
Bo1g020290.1	C01	7430838	1384
Bo1g020300.1	C01	7444503	1385
BnaC01g11580D	C01	7447799	1386
Bo1g020310.1	C01	7451590	1387
Bo1g020320.1	C01	7456422	1388
Bo1g020330.1	C01	7458027	1389
Bo1g020340.1	C01	7461819	1390
Bo1g020350.1	C01	7464069	1391
Bo1g020360.1	C01	7466536	1392
Bo1g020370.1	C01	7490079	1393
Bo1g020380.1	C01	7516764	1394
Bo1g020390.1	C01	7518891	1395
BnaC01g11680D	C01	7523816	1396
Bo1g021390.1	C01	7531045	1397
Bo1g021400.1	C01	7534563	1398
Bo1g021410.1	C01	7540010	1399
Bo1g021420.1	C01	7543069	1400
Bo1g021430.1	C01	7545033	1401
Bo1g021440.1	C01	7558422	1402
Bo1g021450.1	C01	7576566	1403
Bo1g021460.1	C01	7578162	1404
Bo1g021470.1	C01	7582524	1405
Bo1g021480.1	C01	7586415	1406
BnaC01g11760D	C01	7595971	1407
Bo1g021490.1	C01	7617590	1408
Bo1g021500.1	C01	7639674	1409
Bo1g021510.1	C01	7653811	1410
Bo1g021520.1	C01	7655079	1411
Bo1g021530.1	C01	7671967	1412
Bo1g021540.1	C01	7675670	1413
Bo1g021550.1	C01	7680298	1414
Bo1g021560.1	C01	7693660	1415
Bo1g021570.1	C01	7702996	1416
Bo1g021580.1	C01	7704355	1417
Bo1g021590.1	C01	7706608	1418
Bo1g021600.1	C01	7711576	1419
BnaC01g11860D	C01	7724411	1420
Bo1g021610.1	C01	7724628	1421
Bo1g021620.1	C01	7739096	1422
Bo1g021630.1	C01	7748839	1423
Bo1g021640.1	C01	7756669	1424
Bo1g021650.1	C01	7760151	1425
Bo1g021660.1	C01	7765590	1426
Bo1g021670.1	C01	7769288	1427
Bo1g021680.1	C01	7771768	1428
Bo1g021690.1	C01	7775556	1429
Bo1g021700.1	C01	7781345	1430
Bo1g021710.1	C01	7784344	1431
Bo1g021720.1	C01	7788609	1432
Bo1g021730.1	C01	7790920	1433
Bo1g021740.1	C01	7799920	1434
Bo1g021750.1	C01	7812156	1435
Bo1g021760.1	C01	7815621	1436
Bo1g021770.1	C01	7820691	1437
Bo1g021780.1	C01	7824003	1438
Bo1g021790.1	C01	7831674	1439
Bo1g021800.1	C01	7838536	1440
BnaC01g12010D	C01	7840560	1441
Bo1g021810.1	C01	7847637	1442
Bo1g021820.1	C01	7856451	1443
Bo1g021830.1	C01	7860093	1444
BnaC01g12040D	C01	7862978	1445
Bo1g021840.1	C01	7868285	1446
Bo1g021850.1	C01	7876763	1447
Bo1g021860.1	C01	7884981	1448
Bo1g021870.1	C01	7886154	1449
Bo1g021880.1	C01	7894389	1450
Bo1g021890.1	C01	7896725	1451
Bo1g021900.1	C01	7898959	1452
Bo1g021910.1	C01	7906320	1453
Bo1g021920.1	C01	7908009	1454
Bo1g021930.1	C01	7923271	1455
Bo1g021940.1	C01	7939132	1456
